name,district,locationCode,primaryAddressLine,stateCode,zip,accessibilityCode,accessibilityDescription,profile,website,boroughNumber,boroughName,phoneNumber,size,grades,campus,distance,networkCode,networkLead,networkLeadPhone,networkLeadEmail,rank,displayName,point/objectId1,point/objectId,point/x,point/y,point/schoolName,point/boroughNumber,point/locationCode,point/district,point/zip,point/neighborhood,point/shape,dUSInformation/locationCode,dUSInformation/schoolName,dUSInformation/borough,dUSInformation/highSchool/schoolDirectoryYear,dUSInformation/highSchool/stage,dUSInformation/highSchool/email,dUSInformation/highSchool/indepedentWebsite,dUSInformation/highSchool/schoolType,dUSInformation/highSchool/accessibility,dUSInformation/highSchool/eLLProgramsESL,dUSInformation/highSchool/interestAreas,dUSInformation/highSchool/selectionMethods,dUSInformation/middleSchool/schoolDirectoryYear,childhoodCenter/objectId,childhoodCenter/locationCode,childhoodCenter/borough,childhoodCenter/district,childhoodCenter/name,childhoodCenter/phone,childhoodCenter/address,childhoodCenter/zip,childhoodCenter/dayLength,childhoodCenter/sPCoordX,childhoodCenter/sPCoordY,childhoodCenter/pjAreaName,childhoodCenter/boroCode,childhoodCenter/bin,childhoodCenter/bbl,childhoodCenter/seats,childhoodCenter/email,childhoodCenter/prekType,isChildhoodCenter,dayLength,managedBy,seats,prekType,childhoodCenter/dchDcId,childhoodCenter/contract,childhoodCenter/webSite,childhoodCenter/taxId,childhoodCenter/pepApproved,optCode
Academy of American Studies,30,Q575,28-04 41 AVENUE,NY,11101,,,http://schools.nyc.gov/SchoolPortals/30/Q575/default.htm,,4,Queens,718-361-8786,890,"09,10,11,12,SE",,0,N202,"Di Maggio, Nancy",718-391-8343,NDiMagg@schools.nyc.gov,100,Academy of American Studies (Q575),0,2137,-8230686.1271,4975710.2223,ACADEMY OF AMERICAN STUDIES,4,Q575,30,11101,Queensbridge-Ravenswood-Long Isl City N,2137,Q575,Academy of American Studies,Queens,7552,Published,academyinfo@schools.nyc.gov,www.academyofamericanstudies.com,,Not Functionally Accessible,,Humanities &amp; Interdisciplinary,Ed. Opt.|Screened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,30470
Academy of Applied Mathematics and Technology,07,X343,345 BROOK AVENUE,NY,10454,,,http://schools.nyc.gov/SchoolPortals/07/X343/default.htm,,2,Bronx,718-292-3883,301,"06,07,08,SE",,0,N406,"GROLL, CHRISTOP/Ames, Karen",212-935-3783,CGroll@schools.nyc.gov; KAmes@schools.nyc.gov,100,Academy of Applied Mathematics and Technology (X343),0,2455,-8228537.3138,4984354.8475,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,2,X343,7,10454,Mott Haven - Port Morris,2455,X343,Academy of Applied Mathematics and Technology,Bronx,,,,,,,,,,7473,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,07343
Academy of Arts and Letters,13,K492,225 ADELPHI STREET,NY,11205,,,http://schools.nyc.gov/SchoolPortals/13/K492/default.htm,,3,Brooklyn,718-222-1605,503,"0K,01,02,03,04,05,06,07,08,SE",,0,N102,"Sheehan, Alison",718-935-3707,ASheehan3@schools.nyc.gov,100,Academy of Arts and Letters (K492),0,1481,-8234431.3521,4966901.7781,URBAN ASSEMBLY ACADEMY OF ARTS AND LETTERS,3,K492,13,11205,Fort Greene,1481,K492,Academy of Arts and Letters,Brooklyn,,,,,,,,,,7136,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,13492
Academy of Excellence Bell Park 7,29,QBII,178-36 Wexford Terrace,NY,11432,,,,aoeschool.com,4,Queens,(718) 523-4400,0,PK,,0,,,,,100,Academy of Excellence Bell Park 7 (QBII),0,719,-8213631.9045,4970153.1196,Academy of Excellence Bell Park 7,4,QBII,29,11432,Jamaica Estates - Holliswood,719,,,,,,,,,,,,,,917,QBII,Q,29,Academy of Excellence Bell Park 7,(718) 523-4400,178-36 Wexford Terrace,11432,1,1044044,199244,Jamaica Estates - Holliswood,4,4534092,4099377501,94,childcarenyc@aol.com,NYCEEC,true,1,99,94,NYCEEC,DC25095, ,aoeschool.com,272927790,1,
Academy of Finance and Enterprise,24,Q264,30-20 THOMSON AVENUE,NY,11101,,,http://schools.nyc.gov/SchoolPortals/24/Q264/default.htm,,4,Queens,718-389-3623,519,"09,10,11,12,SE",,0,N202,"Di Maggio, Nancy",718-391-8343,NDiMagg@schools.nyc.gov,100,Academy of Finance and Enterprise (Q264),0,2090,-8230626.6028,4974696.6867,ACADEMY OF FINANCE AND ENTERPRISE,4,Q264,24,11101,Hunters Pt - Sunnyside - W Maspeth,2090,Q264,Academy of Finance and  Enterprise,Queens,7745,Published,N/A,www.AOFEHS.org,,Functionally Accessible,,Business,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,24551
Academy of Hospitality and Tourism,17,K408,911 FLATBUSH AVENUE,NY,11226,,,http://schools.nyc.gov/SchoolPortals/17/K408/default.htm,,3,Brooklyn,718-564-2580,213,"09,10,11,12,SE",,0,N521,"DICHTER, ALAN",718-254-7166,ADichter@schools.nyc.gov,100,Academy of Hospitality and Tourism (K408),0,1449,-8232985.9142,4960772.4403,ACADEMY OF HOSPITALITY AND TOURISM,3,K408,17,11226,Erasmus,1449,K408,Academy of Hospitality and Tourism,Brooklyn,7813,Published,abreier@schools.nyc.gov,www.aohterasmushall.org,,Functionally Accessible,,"Hospitality, Travel and Tourism",Ed. Opt.,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,17448
Academy of Innovative Technology,19,K618,999 JAMAICA AVENUE,NY,11208,,,http://schools.nyc.gov/SchoolPortals/19/K618/default.htm,,3,Brooklyn,718-827-2469,391,"09,10,11,12,SE",,0,N563,"BOYHAN, LORRAINE",212-802-1605,LBoyhan@schools.nyc.gov,100,Academy of Innovative Technology (K618),0,1557,-8223129.3229,4967185.1156,ACADEMY OF INNOVATIVE TECHNOLOGY,3,K618,19,11208, ,1557,K618,Academy of Innovative Technology,Brooklyn,7870,Published,aoiths@gmail.com,www.aoiths.org,CTE School,Functionally Accessible,,Computer Science &amp; Technology,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,19618
Academy of Medical Technology: A College Board School,27,Q309,8-21 BAY 25 STREET,NY,11691,,,http://schools.nyc.gov/SchoolPortals/27/Q309/default.htm,,4,Queens,718-471-3571,601,"06,07,08,09,10,11,12,SE",,0,N402,"JIMENEZ, CRISTINA",347-371-0672,MJimenez5@schools.nyc.gov,100,Academy of Medical Technology: A College Board School (Q309),0,2111,-8211316.5587,4953849.4413,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,4,Q309,27,11691,Far Rockaway - Bayswater,2111,Q309,Academy of Medical Technology: A College Board School,Queens,7849,Published,BFigueroa4@schools.nyc.gov,http://schools.nyc.gov/SchoolPortals/27/Q309/default.htm,,Not Functionally Accessible,,Health Professions,Limited Unscreened,7358,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27520
Academy of Public Relations,07,X298,778 FOREST AVENUE,NY,10456,,,http://schools.nyc.gov/SchoolPortals/07/X298/default.htm,,2,Bronx,718-665-8866,304,"06,07,08,SE",,0,N101,"GROLL, CHRISTOP/BOBBISH, REX",212-374-3410,CGroll@schools.nyc.gov; RBobbish@schools.nyc.gov,100,Academy of Public Relations (X298),0,2419,-8227114.879,4985711.8007,ACADEMY OF PUBLIC RELATIONS,2,X298,7,10456,Melrose South - Mott Haven North,2419,X298,Academy of Public Relations,Bronx,,,,,,,,,,7453,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,07298
Academy of Saint Dorothy,31,RAAA,1305 Hylan Boulevard,NY,10305,,,,academyofstdorothy.org,5,Staten Island,(718) 351-0939,0,PK,,0,,,,,100,Academy of Saint Dorothy (RAAA),0,749,-8247312.5406,4953050.2547,Academy of Saint Dorothy,5,RAAA,31,10305,Old Town-Dongan Hills-South Beach,749,,,,,,,,,,,,,,945,RAAA,R,31,Academy of Saint Dorothy,(718) 351-0939,1305 Hylan Boulevard,10305,3,960125,156718,Old Town-Dongan Hills-South Beach,5,5107505,5032150001,18,srlisa@academyofstdorothy.org,NYCEEC,true,3,99,18,NYCEEC,,,academyofstdorothy.org,135596864,1,
Academy of the City Charter School,30,Q359,31-29 60 STREET,NY,11377,,,http://schools.nyc.gov/SchoolPortals/30/Q359/default.htm,,4,Queens,718-487-9857,0,"0K,01,02,03,04,05,SE",,0,,,,,100,Academy of the City Charter School (Q359),0,2834,-8226784.5966,4976509.5366,Academy of the City Charter School,4,Q359,30,11106,Woodside,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,30359
Academy of Urban Planning,32,K552,400 IRVING AVENUE,NY,11237,,,http://schools.nyc.gov/SchoolPortals/32/K552/default.htm,,3,Brooklyn,718-381-7100,219,"09,10,11,12,SE",,0,N404,"BIBBS, MALIKA",718-329-8107,MElwin@schools.nyc.gov,100,Academy of Urban Planning (K552),0,1517,-8227817.2584,4967722.9975,ACADEMY OF URBAN PLANNING,3,K552,32,11237,Bushwick North,1517,K552,Academy of Urban Planning,Brooklyn,7747,Published,knorman3@schools.nyc.gov,www.aupnyc.org,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,32570
Accion Academy,12,X341,1825 PROSPECT AVENUE,NY,10457,,,http://schools.nyc.gov/SchoolPortals/12/X341/default.htm,,2,Bronx,718-294-0514,152,"06,07,08,SE",,0,N410,"GROLL, CHRISTOP",917-822-9756,CGroll@schools.nyc.gov,100,Accion Academy (X341),0,2453,-8225503.7487,4989145.1965,ACCION ACADEMY,2,X341,12,10457,East Tremont,2453,X341,Accion Academy,Bronx,,,,,,,,,,7471,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,12443
Ace Early Childhood Center,15,KBMU,199 14th Street2nd Floor,NY,11215,,,,,3,Brooklyn,(347) 377-5026,0,PK,,0,,,,,100,Ace Early Childhood Center (KBMU),0,91,-8236572.856,4963366.5785,Ace Early Childhood Center,3,KBMU,15,11215,Park Slope - Gowanus,91,,,,,,,,,,,,,,100,KBMU,K,15,Ace Early Childhood Center,(347) 377-5026,199 14th Street2nd Floor,11215,1,986915,182329,Park Slope - Gowanus,3,3023430,3010340068,29,apena2@lmcmc.com,NYCEEC,true,1,99,29,NYCEEC,DC14291,ACS,,112295989,1,
Ace Integration Head Start,32,KBXL,1419-23 Broadway,NY,11221,,,,aceintegration.org,3,Brooklyn,(718) 443-3917,0,PK,,0,,,,,100,Ace Integration Head Start (KBXL),0,92,-8228766.196,4966532.6481,Ace Integration Head Start,3,KBXL,32,11221,Bushwick South,92,,,,,,,,,,,,,,101,KBXL,K,32,Ace Integration Head Start,(718) 443-3917,1419-23 Broadway,11221,1,1006362,190197,Bushwick South,3,3251950,3033570006,64,mickeyronan@hotmail.com,NYCEEC,true,1,99,64,NYCEEC,DC747,ACS,aceintegration.org,112629532,1,
Achievement First Apollo Charter School,19,K774,350 LINWOOD STREET,NY,11208,,,http://schools.nyc.gov/SchoolPortals/19/K774/default.htm,,3,Brooklyn,718-235-2647,0,"0K,01,02,03,04,05,06",,0,,,,,100,Achievement First Apollo Charter School (K774),0,2782,-8224711.0512,4964859.833,Achievement First Apollo Elementary Charter School,3,K774,19,11208,East New York,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,19655
Achievement First Aspire Charter School,19,K680,982 HEGEMAN AVENUE,NY,11208,,,http://schools.nyc.gov/SchoolPortals/19/K680/default.htm,,3,Brooklyn,718-623-2660,0,"0K,01,02,03,04,05,06,07,08",,0,,,,,100,Achievement First Aspire Charter School (K680),0,2948,-8223864.2864,4963239.398,Achievement First Aspire Charter School,3,K680,19,11208,East New York,2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,
Achievement First Brownsville Charter School,23,K626,2021 BERGEN STREET,NY,11233,,,http://schools.nyc.gov/SchoolPortals/23/K626/default.htm,,3,Brooklyn,347-471-2600,0,"0K,01,02,03,04,05,06,07,08",,0,,,,,100,Achievement First Brownsville Charter School (K626),0,1559,-8227964.0843,4964430.1475,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,3,K626,23,11233,Ocean Hill,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,23414
Achievement First Bushwick Charter School,32,K538,1300 GREENE AVENUE,NY,11237,,,http://schools.nyc.gov/SchoolPortals/32/K538/default.htm,,3,Brooklyn,718-453-0425,0,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,0,,,,,100,Achievement First Bushwick Charter School (K538),0,2729,-8228647.4914,4967881.6946,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,3,K538,32,11237,Bushwick North,2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,32538
Achievement First Crown Heights Charter School,17,K356,790 EAST NEW YORK AVENUE,NY,11203,,,http://schools.nyc.gov/SchoolPortals/17/K356/default.htm,,3,Brooklyn,718-774-0762,0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",,0,,,,,100,Achievement First Crown Heights Charter School (K356),0,1417,-8230609.3736,4962634.1697,ACHIEVEMENT FIRST- CROWN HEIGHTS CHARTER SCHOOL,3,K356,17,11203,Prospect  - Lefferts Grdn - Wingate,1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,17669
Achievement First East New York Charter School,19,K358,557 PENNSYLVANIA AVENUE,NY,11207,,,http://schools.nyc.gov/SchoolPortals/19/K358/default.htm,,3,Brooklyn,718-485-4924,0,"0K,01,02,03,04,05,06,07,08,09,10,11,SE",,0,,,,,100,Achievement First East New York Charter School (K358),0,1419,-8225781.2703,4962917.5555,ACHIEVEMENT FIRST EAST NEW YORK SCHOOL,3,K358,19,11207,East New York,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,19356
Achievement First Endeavor Charter School,13,K508,510 WAVERLY AVENUE,NY,11238,,,http://schools.nyc.gov/SchoolPortals/13/K508/default.htm,,3,Brooklyn,718-622-4786,0,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,0,,,,,100,Achievement First Endeavor Charter School (K508),0,1492,-8233853.1532,4965634.0338,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,3,K508,13,11238,Clinton Hill,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,13508
Achievement First Linden Elementary School,19,K788,800 VAN SICLEN AVE,NY,11207,,,http://schools.nyc.gov/SchoolPortals/19/K788/default.htm,,3,Brooklyn,347-471-2700,0,"0K,01,02,03,04,SE",,0,,,,,100,Achievement First Linden Elementary School (K788),0,3011,-8224860.7899,4962227.8164,Achievement First Brooklyn Academy Charter School,3,K788,19,11207,East New York,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,19788
Achievement First North Brooklyn Prep Charter School,32,K784,200 WOODBINE STREET,NY,11221,,,http://schools.nyc.gov/SchoolPortals/32/K784/default.htm,,3,Brooklyn,347-471-2690,0,"0K,01,02,03,04,05,06,07,08,SE",,0,,,,,100,Achievement First North Brooklyn Prep Charter School (K784),0,3029,-8228187.8197,4967259.1673,Achievement First North Brooklyn Prep Charter School,3,K784,32,11221,Bushwick South,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,32784
ACORN Community High School,13,K499,561 GRAND AVENUE,NY,11238,,,http://schools.nyc.gov/SchoolPortals/13/K499/default.htm,,3,Brooklyn,718-789-2258,360,"09,10,11,12,SE",,0,N563,"BOYHAN, LORRAINE",212-802-1605,LBoyhan@schools.nyc.gov,100,ACORN Community High School (K499),0,1485,-8233385.4654,4965050.3694,ACORN COMMUNITY HIGH SCHOOL,3,K499,13,11238,Crown Heights North,1485,K499,ACORN Community High School,Brooklyn,7576,Published,13K499@schools.nyc.gov,www.acornchs.org,,Functionally Accessible,,Health Professions|Law &amp; Government,Ed. Opt.,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,17540
Action Nursery,15,KARS,1019 46th Street,NY,11219,,,,,3,Brooklyn,(718) 854-7777,0,PK,,0.983498736724809,,,,,100,Action Nursery (KARS),93,93,-8237227.7267,4959455.9428,Action Nursery,3,KARS,15,11219,Sunset Park East,93,,,,,,,,,,,,,,102,KARS,K,15,Action Nursery,(718) 854-7777,1019 46th Street,11219,1,985283,172619,Sunset Park East,3,3136635,3056140042,13,actionnursery@thejnet.com,NYCEEC,true,1,99,13,NYCEEC,DC962,ACS,,113239606,1,
Addie Mae Collins 1,5,MAXF,110 East 129th Street,NY,10035,,,,addiemaecollins.org,1,Manhattan,(212) 831-9222,0,PK,,0,,,,,100,Addie Mae Collins 1 (MAXF),0,94,-8230569.7846,4983926.9993,Addie Mae Collins 1,1,MAXF,5,10035,East Harlem North,94,,,,,,,,,,,,,,103,MAXF,M,5,Addie Mae Collins 1,(212) 831-9222,110 East 129th Street,10035,1,1001838,233323,East Harlem North,1,1054505,1017770005,18,dspann@addiemaecollins.org,NYCEEC,true,1,99,18,NYCEEC,DC1229,ACS,addiemaecollins.org,136183590,1,
Addie Mae Collins 2,4,MAWD,345 East 101st Street,NY,10029,,,,addiemaecollins.org,1,Manhattan,(212) 831-7373,0,PK,,0,,,,,100,Addie Mae Collins 2 (MAWD),0,95,-8231273.3293,4980942.9941,Addie Mae Collins 2,1,MAWD,4,10029,East Harlem South,95,,,,,,,,,,,,,,104,MAWD,M,4,Addie Mae Collins 2,(212) 831-7373,345 East 101st Street,10029,1,1000093,225928,East Harlem South,1,1079340,1016730006,11,dspann@addiemaecollins.org,NYCEEC,true,1,99,11,NYCEEC,DC2981,ACS,addiemaecollins.org,136183590,1,
Addie Mae Collins 3,5,MASA,2322 Third Avenue,NY,10035,,,,addiemaecollins.org,1,Manhattan,(212) 831-3144,0,PK,,0,,,,,100,Addie Mae Collins 3 (MASA),0,96,-8230459.8425,4983582.8,Addie Mae Collins 3,1,MASA,5,10035,East Harlem North,96,,,,,,,,,,,,,,105,MASA,M,5,Addie Mae Collins 3,(212) 831-3144,2322 Third Avenue,10035,1,1002112,232470,East Harlem North,1,1054497,1017750033,54,dspann@addiemaecollins.org,NYCEEC,true,1,99,54,NYCEEC,DC24683,ACS,addiemaecollins.org,136183590,1,
Adelphi Academy Of Brooklyn,20,KAAE,8515 Ridge Boulevard,NY,11209,,,,,3,Brooklyn,(718) 238-3308,0,PK,,0,,,,,100,Adelphi Academy Of Brooklyn (KAAE),0,1088,-8241333.452,4957120.2211,Adelphi Academy Of Brooklyn,3,KAAE,20,11209,Bay Ridge,1088,,,,,,,,,,,,,,1220,KAAE,K,20,Adelphi Academy Of Brooklyn,(718) 238-3308,8515 Ridge Boulevard,11209,1,975045,166820,Bay Ridge,3,3328998,3060330001,36,romanosi@adelphinyc.org,NYCEEC,true,1,99,36,NYCEEC,,,,,,
Adventureland Child Care,30,QBHX,32-04 31st Ave. (2nd Fl),NY,11106,,,,,4,Queens,(718) 777-2011,0,PK,,0,,,,,100,Adventureland Child Care (QBHX),0,548,-8229031.8297,4977540.1845,Adventureland Child Care,4,QBHX,30,11106,Astoria,548,,,,,,,,,,,,,,698,QBHX,Q,30,Adventureland Child Care,(718) 777-2011,32-04 31st Ave. (2nd Fl),11106,1,1005677,217499,Astoria,4,4008433,4006140040,18,nycdaycare24@aol.com,NYCEEC,true,1,99,18,NYCEEC,DC19051,New,,954896617,1,
Afro American Parents,28,QAOC,117-02 Guy Brewer Blvd,NY,11434,,,,,4,Queens,(718) 322-9080,0,PK,,0,,,,,100,Afro American Parents (QAOC),0,678,-8213501.5517,4965855.1371,Afro American Parents,4,QAOC,28,11434,Baisley Park,678,,,,,,,,,,,,,,778,QAOC,Q,28,Afro American Parents,(718) 322-9080,117-02 Guy Brewer Blvd,11434,1,1044395,188580,Baisley Park,4,4265602,4122400019,34,bev11435@yahoo.com,NYCEEC,true,1,99,34,NYCEEC,,New,,132727406,1,
Afro-American #4,28,QBGD,10817 159th Street,NY,11433,,,,,4,Queens,(717) 322-9080,0,PK,,0,,,,,100,Afro-American #4 (QBGD),0,25,-8214661.8249,4967459.3273,Afro-American #4,4,QBGD,28,11433,South Jamaica,25,,,,,,,,,,,,,,25,QBGD,Q,28,Afro-American #4,(717) 322-9080,10817 159th Street,11433,1,1041495,192554,South Jamaica,4,4457481,4101480001,18,bev11435@yahoo.com,NYCEEC,true,1,99,18,NYCEEC,DC21684,R0968,,132727406,1,
Afro-American Parents Educational Center Site 2,28,QAWT,11206 Sutphin Boulevard,NY,11435,,,,,4,Queens,(718) 322-9080,0,PK,,0,,,,,100,Afro-American Parents Educational Center Site 2 (QAWT),0,24,-8214796.2281,4966289.1819,Afro-American Parents Educational Center Site 2,4,QAWT,28,11435,Baisley Park,24,,,,,,,,,,,,,,24,QAWT,Q,28,Afro-American Parents Educational Center Site 2,(718) 322-9080,11206 Sutphin Boulevard,11435,5,1041167,189650,Baisley Park,4,4258993,4119660001,54,bev11435@yahoo.com,NYCEEC,true,5,99,54,NYCEEC,DC2451,R0968,,132727406,1,
AHRC Francis of Paola Early Learning Center,14,KATG,201 Conselyea Street,NY,11211,,,,schools.ahrcnyc.org,3,Brooklyn,(718) 782-1462,0,PK,,0,,,,,100,AHRC Francis of Paola Early Learning Center (KATG),0,707,-8231309.696,4970474.8912,AHRC Francis of Paola Early Learning Center,3,KATG,14,11211,East Williamsburg,707,,,,,,,,,,,,,,904,KATG,K,14,AHRC Francis of Paola Early Learning Center,(718) 782-1462,201 Conselyea Street,11211,1,1000019,199974,East Williamsburg,3,3068628,3027550017,6,teresa.delpriore@ahrcnyc.org,NYCEEC,true,1,99,6,NYCEEC,DC1783, ,schools.ahrcnyc.org,135596746,1,
Aim High Childrens Services,17,KCJO,83 Marlborough Rd,NY,11226,,,,aimhighchild.org,3,Brooklyn,(718) 853-1750,0,PK,,0,,,,,100,Aim High Childrens Services (KCJO),0,783,-8233794.7578,4960576.9246,Aim High Childrens Services,3,KCJO,17,11226,Flatbush,783,,,,,,,,,,,,,,978,KCJO,K,17,Aim High Childrens Services,(718) 853-1750,83 Marlborough Rd,11226,1,993841,175405,Flatbush,3,3117046,3050960001,48,jobs@aimhighchild.org,NYCEEC,true,1,99,48,NYCEEC,DC32355,,aimhighchild.org,113546448,1,
Aim High Leadership Academy,27,QBHY,131-44 134th St,NY,11420,,,,,4,Queens,(917) 288-8290,0,PK,,0,,,,,100,Aim High Leadership Academy (QBHY),0,679,-8215928.9478,4963682.5372,Aim High Leadership Academy,4,QBHY,27,11420,South Ozone Park,679,,,,,,,,,,,,,,879,QBHY,Q,27,Aim High Leadership Academy,(917) 288-8290,131-44 134th St,11420,1,1038359,183174,South Ozone Park,4,4255809,4117780097,12,aimhighleadershipacademy@gmail.com,NYCEEC,true,1,99,12,NYCEEC,,New,,800457164,1,
Al Madinah School,30,QBJO,1824 Astoria Blvd.,NY,11102,,,,almadinah-school.com,4,Queens,(718) 222-4986,0,PK,,0,,,,,100,Al Madinah School (QBJO),0,807,-8229462.0163,4978794.4996,Al Madinah School,4,QBJO,30,11102,Old Astoria,807,,,,,,,,,,,,,,1006,QBJO,Q,30,Al Madinah School,(718) 222-4986,1824 Astoria Blvd.,11102,1,1004603,220607,Old Astoria,4,4006091,4005390030,20,almadinahinfo@gmail.com,NYCEEC,true,1,99,20,NYCEEC,,,almadinah-school.com,113582303,1,
Al Madinah School Site 2,20,KCIZ,2015 64 Street,NY,11204,,,,almadinah-school.com,3,Brooklyn,(718) 222-4986,0,PK,,0,,,,,100,Al Madinah School Site 2 (KCIZ),0,777,-8235922.829,4955997.2516,Al Madinah School Site 2,3,KCIZ,20,11204,Bensonhurst West,777,,,,,,,,,,,,,,973,KCIZ,K,20,Al Madinah School Site 2,(718) 222-4986,2015 64 Street,11204,1,988538,164029,Bensonhurst West,3,3133294,3055420072,35,almadinahinfo@gmail.com,NYCEEC,true,1,99,35,NYCEEC,,,almadinah-school.com,113582303,1,
"Al Madinah School, Inc.",15,KBYJ,383 3rd Avenue,NY,11215,,,,almadinah-school.com,3,Brooklyn,(718) 222-4986,0,PK,,0.922599021700036,,,,,100,"Al Madinah School, Inc. (KBYJ)",622,622,-8236344.9598,4964421.5217,"Al Madinah School, Inc.",3,KBYJ,15,11215,Park Slope - Gowanus,622,,,,,,,,,,,,,,777,KBYJ,K,15,"Al Madinah School, Inc.",(718) 222-4986,383 3rd Avenue,11215,1,987482,184948,Park Slope - Gowanus,3,3021044,3009800001,45,zkady3@hotmail.com,NYCEEC,true,1,99,45,NYCEEC,,R0819,almadinah-school.com,113582303,1,
Albert Shanker School for Visual and Performing Arts,30,Q126,31-51 21 STREET,NY,11106,,,http://schools.nyc.gov/SchoolPortals/30/Q126/default.htm,,4,Queens,718-274-8316,584,"06,07,08,SE",,0,N208,"Purus, Daniel",917-528-7207,DPurus@schools.nyc.gov,100,Albert Shanker School for Visual and Performing Arts (Q126),0,1981,-8229880.605,4977913.1259,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,4,Q126,30,11106,Astoria,1981,Q126,Albert Shanker School for Visual and Performing Arts,Queens,,,,,,,,,,7302,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,30126
Aleene Logan Day Care,9,XAMI,1450 Webster Avenue,NY,10456,,,,Claremontcenter.org,2,Bronx,(718) 293-1530,0,PK,,0.577318995272313,,,,,100,Aleene Logan Day Care (XAMI),97,97,-8227184.6902,4988429.94,Aleene Logan Day Care,2,XAMI,9,10456,Claremont - Bathgate,97,,,,,,,,,,,,,,106,XAMI,X,9,Aleene Logan Day Care,(718) 293-1530,1450 Webster Avenue,10456,1,1010244,244483,Claremont - Bathgate,2,2092076,2028950001,20,ajones@claremontcenter.org,NYCEEC,true,1,99,20,NYCEEC,DC260,ACS,Claremontcenter.org,136016450,1,
Alfred E. Smith Career and Technical Education High School,07,X600,333 EAST 151 STREET,NY,10451,,,http://schools.nyc.gov/SchoolPortals/07/X600/default.htm,,2,Bronx,718-993-5000,402,"09,10,11,12,SE",,0,N562,"Gambino, Barbara",212-645-5110,BGambin@schools.nyc.gov,100,Alfred E. Smith Career and Technical Education High School (X600),0,2871,-8228749.899,4985609.3355,ALFRED E SMITH CAREER-TECH HIGH SCHOOL,2,X600,7,10451,Melrose South - Mott Haven North,2871,X600,Alfred E. Smith Career and Technical Education High School,Bronx,7640,Published,,www.aesmithhs.org,CTE School,Not Functionally Accessible,,Engineering|Visual Art &amp; Design,Ed. Opt.|Screened|Screened: Language,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,07519
Al-Ihsan Academy,27,QBML,134-02 Rockaway Boulevard,NY,11420,,,,ihsanacademy.org,4,Queens,(718) 322-3154,0,PK,,0,,,,,100,Al-Ihsan Academy (QBML),0,918,-8215866.0637,4964436.4221,Al-Ihsan Academy,4,QBML,27,11420,South Ozone Park,918,,,,,,,,,,,,,,747,QBML,Q,27,Al-Ihsan Academy,(718) 322-3154,134-02 Rockaway Boulevard,11420,1,1038512,185045,South Ozone Park,4,4255137,4117580043,20,rafeek_ies@yahoo.com,NYCEEC,true,1,99,20,NYCEEC,,,ihsanacademy.org,,,
